1267.07043457	900.0
1267.08141442	43176.1261261
1267.09239427	178104.504504
1267.10337413	882756.756757
1267.11435398	2698009.00901
1267.12533383	5276461.26126
1267.13631368	7446313.51351
1267.14729353	9220165.76577
1267.15827339	10873418.018
1267.16925324	12378170.2703
1267.18023309	13984622.5225
1267.19121294	15560474.7748
1267.20219279	17112927.027
1267.21317265	18580779.2793
1267.2241525	20245731.5315
1267.23513235	22004283.7838
1267.2461122	23887936.036
1267.25709205	25888588.2883
1267.2680719	27873040.5405
1267.27905176	30000592.7928
1267.29003161	32326145.045
1267.30101146	34985597.2973
1267.31199131	38178749.5496
1267.32297116	41270201.8018
1267.33395102	44752254.0541
1267.34493087	48571806.3063
1267.35591072	52998858.5586
1267.36689057	57293610.8108
1267.37787042	61206763.0631
1267.38885028	65049715.3153
1267.39983013	68710029.9339
1267.41080998	72412254.3984
1267.42178983	76055342.8629
1267.43276968	80003071.3273
1267.44374954	83794895.7918
1267.45472939	87420960.2563
1267.46570924	91051504.7207
1267.47668909	94764481.1852
1267.48766894	98583185.6496
1267.4986488	102548834.114
1267.50962865	106589746.579
1267.5206085	110652163.043
1267.53158835	114367827.508
1267.5425682	117506467.972
1267.55354805	120297460.436
1267.56452791	123215684.901
1267.57550776	125995029.365
1267.58648761	128783333.83
1267.59746746	131734710.294
1267.60844731	134877830.759
1267.61942717	138117719.223
1267.63040702	141345063.688
1267.64138687	144656632.152
1267.65236672	147765704.617
1267.66334657	150962585.081
1267.67432643	154111081.546
1267.68530628	157164602.01
1267.69628613	160098058.474
1267.70726598	162985818.939
1267.71824583	165811755.403
1267.72922569	168660091.868
1267.74020554	171677772.332
1267.75118539	174747420.797
1267.76216524	177901293.261
1267.77314509	180898365.726
1267.78412495	183785230.19
1267.7951048	186674782.655
1267.80608465	189454127.119
1267.8170645	192220031.584
1267.82804435	195006544.048
1267.8390242	197823520.513
1267.85000406	200629744.977
1267.86098391	203356225.441
1267.87196376	206188433.906
1267.88294361	209230306.37
1267.89392346	212414642.835
1267.90490332	215624963.299
1267.91588317	218856787.764
1267.92686302	222073380.228
1267.93784287	225192308.693
1267.94882272	228141893.157
1267.95980258	231158677.622
1267.97078243	234130662.086
1267.98176228	237136694.551
1267.99274213	240176775.015
1268.00372198	243154135.479
1268.01470184	246041895.944
1268.02568169	248959224.408
1268.03666154	252073672.873
1268.04764139	255272345.337
1268.05862124	258501481.802
1268.0696011	261744058.266
1268.08058095	265314570.731
1268.0915608	268900315.195
1268.10254065	272450219.66
1268.1135205	275937404.124
1268.12450035	279812556.589
1268.13548021	283983389.053
1268.14646006	288725869.518
1268.15743991	293798077.982
1268.16841976	299208078.446
1268.17939961	305131486.911
1268.19037947	311774383.375
1268.20135932	318345599.84
1268.21233917	324770768.304
1268.22331902	331269408.769
1268.23429887	337835249.233
1268.24527873	345162689.698
1268.25625858	353482898.162
1268.26723843	362794978.627
1268.27821828	372081971.091
1268.28919813	380740867.556
1268.30017799	389401556.02
1268.31115784	398467236.484
1268.32213769	407139572.949
1268.33311754	415737541.413
1268.34409739	424018325.878
1268.35507725	431889638.342
1268.3660571	439560246.807
1268.37703695	446594695.271
1268.3880168	453370199.736
1268.39899665	460200360.2
1268.4099765	466740216.665
1268.42095636	472926153.129
1268.43193621	478969625.594
1268.44291606	484833898.058
1268.45389591	490305722.523
1268.46487576	495644938.987
1268.47585562	500778075.451
1268.48683547	505992747.916
1268.49781532	511110652.38
1268.50879517	516095948.845
1268.51977502	520739869.309
1268.53075488	525415149.774
1268.54173473	529847614.238
