94-01-01	130.0
94-01-02	129.8854107431856
94-01-03	129.80649757050972
94-01-04	129.6670209278389
94-01-05	129.39076359495195
94-01-06	129.09488944409472
94-01-07	128.66660668570114
94-01-08	128.38485711361366
94-01-09	128.00335510607053
94-01-10	127.80797772873245
94-01-11	127.62735275089915
94-01-12	127.46510576805942
94-01-13	127.31656359587359
94-01-14	127.17685610976406
94-01-15	127.04610435892563
94-01-16	126.92060640067227
94-01-17	126.79387314443025
94-01-18	126.66131928592573
94-01-19	126.526602404705
94-01-20	126.4036004349636
94-01-21	126.28799742956292
94-01-22	126.18777680722388
94-01-23	126.0919981437502
94-01-24	125.99715296992716
94-01-25	125.90654421310232
94-01-26	125.81962635862422
94-01-27	125.73841891923088
94-01-28	125.66027094104454
94-01-29	125.58506580400228
94-01-30	125.51209350736198
94-01-31	125.43816836297523
94-02-01	125.36315451733886
94-02-02	125.28256256569826
94-02-03	125.04649913827615
94-02-04	124.94955036364706
94-02-05	124.85504835373844
94-02-06	124.76446747701972
94-02-07	124.31509346898487
94-02-08	124.2355058945325
94-02-09	124.1617100909967
94-02-10	124.0890030099253
94-02-11	123.8970438688125
94-02-12	123.73321436840105
94-02-13	123.56954181796822
94-02-14	123.50847133899967
94-02-15	123.44790497826747
94-02-16	123.38652361575932
94-02-17	123.32513989906508
94-02-18	123.26442832446406
94-02-19	123.20334266664635
94-02-20	123.14316297800751
94-02-21	123.09119502362941
94-02-22	123.0452227616212
94-02-23	122.9983826670548
94-02-24	122.9498716891462
94-02-25	122.89892301553522
94-02-26	122.84725105741754
94-02-27	122.79452313112063
94-02-28	122.74184544664672
94-03-01	122.68814895268989
94-03-02	122.62299082905524
94-03-03	122.55300808543069
94-03-04	122.47758529158668
94-03-05	122.39508087954263
94-03-06	122.30549112951859
94-03-07	122.2016560659557
94-03-08	121.68830525675843
94-03-09	121.56267785092855
94-03-10	121.43902331383899
94-03-11	121.314651705592
94-03-12	121.18767150400872
94-03-13	120.95248845775508
94-03-14	120.79437525108773
94-03-15	120.64130020119705
94-03-16	120.26520375464733
94-03-17	119.77628510960436
94-03-18	119.6435756959973
94-03-19	119.51804436288987
94-03-20	119.39597662023827
94-03-21	119.27413148793387
94-03-22	119.1888326636596
94-03-23	119.02309215110415
94-03-24	118.92238886306994
94-03-25	118.81456623620609
94-03-26	118.7028183518485
94-03-27	118.59053755474658
94-03-28	118.48187084655098
94-03-29	118.14761012506997
94-03-30	118.02960513431373
94-03-31	117.90675127967361
94-04-01	117.77643234417025
94-04-02	117.56632426170711
94-04-03	117.18977496428721
94-04-04	116.80831986463441
94-04-05	116.26332908189566
94-04-06	116.04221654005455
94-04-07	115.8456195892033
94-04-08	115.6610008232808
94-04-09	115.48256593843105
94-04-10	115.13283891655526
94-04-11	114.95237107743874
94-04-12	114.77828874793173
94-04-13	114.62120683239591
94-04-14	114.36987620819396
94-04-15	113.98206331281087
94-04-16	113.85080384145601
94-04-17	113.7240661087812
94-04-18	113.60402627802793
94-04-19	113.48446889047064
94-04-20	113.36852914480967
94-04-21	113.26876922742255
94-04-22	113.15952885892526
94-04-23	112.91310144786225
94-04-24	112.78771869422968
94-04-25	112.45229215760916
94-04-26	112.13119832555864
94-04-27	111.73520193720648
94-04-28	111.55387309721307
94-04-29	111.30216042428546
94-04-30	111.07675576328302
94-05-01	110.63359048362688
94-05-02	110.30763556316586
94-05-03	110.1162144367369
94-05-04	109.70832856468212
94-05-05	109.55048014945682
94-05-06	109.27392859697609
94-05-07	109.13062011157783
94-05-08	109.00057929566967
94-05-09	108.87763517391389
94-05-10	108.76111073881248
94-05-11	108.65020591666735
94-05-12	108.54493939292095
94-05-13	108.44757585967392
94-05-14	108.26551798912956
94-05-15	108.09477896609445
94-05-16	107.98233045676636
94-05-17	107.72754998176723
94-05-18	107.64614932978166
94-05-19	107.57131708620494
94-05-20	107.50369296188778
94-05-21	107.44196900504659
94-05-22	107.38707195418553
94-05-23	107.28089893690849
94-05-24	107.26962974276651
94-05-25	107.26083952332685
94-05-26	107.2587395847091
94-05-27	107.2643504883331
94-05-28	107.2731030920248
94-05-29	107.28803874907459
94-05-30	107.30203311053634
94-05-31	107.31989061576623
94-06-01	107.3435073990541
94-06-02	107.36797879692816
94-06-03	107.39681267879548
94-06-04	107.429811156421
94-06-05	107.46441887968014
94-06-06	107.50027988439163
94-06-07	107.53852589774478
94-06-08	107.58029210200114
94-06-09	107.6241985358281
94-06-10	107.6714596119535
94-06-11	107.72105402784243
94-06-12	107.77409659021998
94-06-13	107.8300039179624
94-06-14	107.88738991855459
94-06-15	107.9476298086852
94-06-16	108.00905017457944
94-06-17	108.07064406249626
94-06-18	108.13843247258552
94-06-19	108.2072933017614
94-06-20	108.27655400407973
94-06-21	108.34621594676425
94-06-22	108.41552403269111
94-06-23	108.52555209934904
94-06-24	108.63582967039997
94-06-25	108.74396938024226
94-06-26	108.8524295407412
94-06-27	108.75386680434079
94-06-28	108.59855146569033
94-06-29	108.39712968960026
94-06-30	108.49606889745762
94-07-01	108.5956597573027
94-07-02	108.69653465063183
94-07-03	108.79901546427587
94-07-04	108.90345291867877
94-07-05	109.00919843337824
94-07-06	109.11821441583311
94-07-07	109.22938130017462
94-07-08	109.34284423612499
94-07-09	109.45744690449128
94-07-10	109.57207664511598
94-07-11	109.68814801561369
94-07-12	109.80548204710479
94-07-13	109.92395177231042
94-07-14	110.04278437590628
94-07-15	110.16184672096205
94-07-16	110.28146335346497
94-07-17	110.40147474743898
94-07-18	110.52190974086204
94-07-19	110.64260724401615
94-07-20	110.76386761708473
94-07-21	110.88566640703282
94-07-22	111.00765077160392
94-07-23	111.12993068241933
94-07-24	111.24533250923234
94-07-25	111.36102881712077
94-07-26	111.4770206958185
94-07-27	111.59336451397971
94-07-28	111.70984016243995
94-07-29	111.82644770648082
94-07-30	111.9434931251154
94-07-31	112.06081049453408
94-08-01	112.17831692550104
94-08-02	112.29590089092208
94-08-03	112.41361819378089
94-08-04	112.53203096864507
94-08-05	112.65083303377301
94-08-06	112.76991317345201
94-08-07	112.88927235568276
94-08-08	113.00891155296813
94-08-09	113.12880333981168
94-08-10	113.24892005410223
94-08-11	113.36931936548595
94-08-12	113.48997367870633
94-08-13	113.61088380474389
94-08-14	113.7320505580217
94-08-15	113.85347475642361
